Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions,,,,,,,,,,,,
,,,,,,,,,,,,,,,1B,Andy Wilkins (13116619),Andy Wilkins,13116619,1B,3100,ATL@MIA 08/11/2019 01:10PM ET,ATL,0,,,Bryson Brigman,Bryson Brigman (13116671)
,,,,,,,,,,,,,,,1B/3B,Pedro Alvarez (13116621),Pedro Alvarez,13116621,1B/3B,3100,ATL@MIA 08/11/2019 01:10PM ET,MIA,0,,,Brian Dozier,Brian Dozier (13116641)
,,,,,,,,,,,,,,,1B/3B,Neil Walker (13116625),Neil Walker,13116625,1B/3B,3100,ATL@MIA 08/11/2019 01:10PM ET,MIA,5.07,,,T.J. Rivera,T.J. Rivera (13116649)
,,,,,,,,,,,,,,,OF,Cristian Pache (13116638),Cristian Pache,13116638,OF,3100,ATL@MIA 08/11/2019 01:10PM ET,ATL,0,,,Matt den Dekker,Matt den Dekker (13116660)
,,,,,,,,,,,,,,,SS,Pedro Florimon (13116639),Pedro Florimon,13116639,SS,3100,ATL@MIA 08/11/2019 01:10PM ET,ATL,0,,,Devin Mesoraco,Devin Mesoraco (13116661)
,,,,,,,,,,,,,,,OF/SS,Johan Camargo (13116657),Johan Camargo,13116657,SS/OF,3100,ATL@MIA 08/11/2019 01:10PM ET,ATL,3.98,,,Gregor Blanco,Gregor Blanco (13116666)
,,,,,,,,,,,,,,,OF,Austin Dean (13116668),Austin Dean,13116668,OF,3100,ATL@MIA 08/11/2019 01:10PM ET,MIA,3.5,,,LaMonte Wade Jr.,LaMonte Wade Jr. (13116629)
,,,,,,,,,,,,,,,SS,Bryson Brigman (13116671),Bryson Brigman,13116671,SS,3100,ATL@MIA 08/11/2019 01:10PM ET,MIA,0,,,Christian Arroyo,Christian Arroyo (13116648)
,,,,,,,,,,,,,,,2B,Brian Dozier (13116641),Brian Dozier,13116641,2B,3100,WAS@NYM 08/11/2019 01:10PM ET,WAS,6.38,,,Brandon Barnes,Brandon Barnes (13116663)
,,,,,,,,,,,,,,,2B/3B,T.J. Rivera (13116649),T.J. Rivera,13116649,2B/3B,3100,WAS@NYM 08/11/2019 01:10PM ET,NYM,0,,,Chase d'Arnaud,Chase d'Arnaud (13116617)
,,,,,,,,,,,,,,,OF,Matt den Dekker (13116660),Matt den Dekker,13116660,OF,3100,WAS@NYM 08/11/2019 01:10PM ET,NYM,0,,,Carlos Tocci,Carlos Tocci (13116635)
,,,,,,,,,,,,,,,C,Devin Mesoraco (13116661),Devin Mesoraco,13116661,C,3100,WAS@NYM 08/11/2019 01:10PM ET,NYM,0,,,Orlando Arcia,Orlando Arcia (13116653)
,,,,,,,,,,,,,,,OF,Gregor Blanco (13116666),Gregor Blanco,13116666,OF,3100,WAS@NYM 08/11/2019 01:10PM ET,NYM,0,,,Manny Pina,Manny Pina (13116654)
,,,,,,,,,,,,,,,OF,LaMonte Wade Jr. (13116629),LaMonte Wade Jr.,13116629,OF,3100,CLE@MIN 08/11/2019 02:10PM ET,MIN,3,,,Tyler Saladino,Tyler Saladino (13116664)
,,,,,,,,,,,,,,,3B,Christian Arroyo (13116648),Christian Arroyo,13116648,3B,3100,CLE@MIN 08/11/2019 02:10PM ET,CLE,5.81,,,Justin Williams,Justin Williams (13116623)
,,,,,,,,,,,,,,,OF,Brandon Barnes (13116663),Brandon Barnes,13116663,OF,3100,CLE@MIN 08/11/2019 02:10PM ET,CLE,0,,,Elehuris Montero,Elehuris Montero (13116624)
,,,,,,,,,,,,,,,2B/SS,Chase d'Arnaud (13116617),Chase d'Arnaud,13116617,2B/SS,3100,TEX@MIL 08/11/2019 02:10PM ET,TEX,0,,,Max Schrock,Max Schrock (13116634)
,,,,,,,,,,,,,,,OF,Carlos Tocci (13116635),Carlos Tocci,13116635,OF,3100,TEX@MIL 08/11/2019 02:10PM ET,TEX,0,,,Edmundo Sosa,Edmundo Sosa (13116636)
,,,,,,,,,,,,,,,SS,Orlando Arcia (13116653),Orlando Arcia,13116653,SS,3100,TEX@MIL 08/11/2019 02:10PM ET,MIL,5.69,,,Jason Martin,Jason Martin (13116642)
,,,,,,,,,,,,,,,C,Manny Pina (13116654),Manny Pina,13116654,C,3100,TEX@MIL 08/11/2019 02:10PM ET,MIL,3.64,,,Adam Frazier,Adam Frazier (13116647)
,,,,,,,,,,,,,,,OF/SS,Tyler Saladino (13116664),Tyler Saladino,13116664,SS/OF,3100,TEX@MIL 08/11/2019 02:10PM ET,MIL,3.21,,,Jo Adell,Jo Adell (13116677)
,,,,,,,,,,,,,,,OF,Justin Williams (13116623),Justin Williams,13116623,OF,3100,PIT@STL 08/11/2019 02:15PM ET,STL,0,,,Bobby Dalbec,Bobby Dalbec (13116680)
,,,,,,,,,,,,,,,3B,Elehuris Montero (13116624),Elehuris Montero,13116624,3B,3100,PIT@STL 08/11/2019 02:15PM ET,STL,0,,,Tony Renda,Tony Renda (13116681)
,,,,,,,,,,,,,,,2B,Max Schrock (13116634),Max Schrock,13116634,2B,3100,PIT@STL 08/11/2019 02:15PM ET,STL,0,,,Jose Briceno,Jose Briceno (13116688)
,,,,,,,,,,,,,,,SS,Edmundo Sosa (13116636),Edmundo Sosa,13116636,SS,3100,PIT@STL 08/11/2019 02:15PM ET,STL,1,,,Dustin Pedroia,Dustin Pedroia (13116700)
,,,,,,,,,,,,,,,OF,Jason Martin (13116642),Jason Martin,13116642,OF,3100,PIT@STL 08/11/2019 02:15PM ET,PIT,3.1,,,Evan Gattis,Evan Gattis (13116674)
,,,,,,,,,,,,,,,2B,Adam Frazier (13116647),Adam Frazier,13116647,2B,3100,PIT@STL 08/11/2019 02:15PM ET,PIT,6.3,,,J.J. Matijevic,J.J. Matijevic (13116676)
,,,,,,,,,,,,,,,OF,Jo Adell (13116677),Jo Adell,13116677,OF,3000,LAA@BOS 08/11/2019 01:05PM ET,LAA,0,,,Austin Hays,Austin Hays (13116694)
,,,,,,,,,,,,,,,3B,Bobby Dalbec (13116680),Bobby Dalbec,13116680,3B,3000,LAA@BOS 08/11/2019 01:05PM ET,BOS,0,,,Danny Valencia,Danny Valencia (13116698)
,,,,,,,,,,,,,,,2B/OF,Tony Renda (13116681),Tony Renda,13116681,2B/OF,3000,LAA@BOS 08/11/2019 01:05PM ET,BOS,0,,,Eric Young Jr.,Eric Young Jr. (13116713)
,,,,,,,,,,,,,,,C,Jose Briceno (13116688),Jose Briceno,13116688,C,3000,LAA@BOS 08/11/2019 01:05PM ET,LAA,0,,,AJ Reed,AJ Reed (13116702)
,,,,,,,,,,,,,,,2B,Dustin Pedroia (13116700),Dustin Pedroia,13116700,2B,3000,LAA@BOS 08/11/2019 01:05PM ET,BOS,2,,,Jorge Mateo,Jorge Mateo (13116705)
,,,,,,,,,,,,,,,C,Evan Gattis (13116674),Evan Gattis,13116674,C,3000,HOU@BAL 08/11/2019 01:05PM ET,HOU,0,,,Adam Engel,Adam Engel (13116709)
,,,,,,,,,,,,,,,OF,J.J. Matijevic (13116676),J.J. Matijevic,13116676,OF,3000,HOU@BAL 08/11/2019 01:05PM ET,HOU,0,,,Chris Herrmann,Chris Herrmann (13116712)
,,,,,,,,,,,,,,,OF,Austin Hays (13116694),Austin Hays,13116694,OF,3000,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Corban Joseph,Corban Joseph (13116714)
,,,,,,,,,,,,,,,1B/3B,Danny Valencia (13116698),Danny Valencia,13116698,1B/3B,3000,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Beau Taylor,Beau Taylor (13116726)
,,,,,,,,,,,,,,,OF,Eric Young Jr. (13116713),Eric Young Jr.,13116713,OF,3000,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Kevin Merrell,Kevin Merrell (13116728)
,,,,,,,,,,,,,,,1B,AJ Reed (13116702),AJ Reed,13116702,1B,3000,OAK@CWS 08/11/2019 02:10PM ET,CWS,3.07,,,Dalton Pompey,Dalton Pompey (13116683)
,,,,,,,,,,,,,,,SS,Jorge Mateo (13116705),Jorge Mateo,13116705,SS,3000,OAK@CWS 08/11/2019 02:10PM ET,OAK,0,,,Tyler Wade,Tyler Wade (13116692)
,,,,,,,,,,,,,,,OF,Adam Engel (13116709),Adam Engel,13116709,OF,3000,OAK@CWS 08/11/2019 02:10PM ET,CWS,4.11,,,Jose Siri,Jose Siri (13116675)
,,,,,,,,,,,,,,,C,Chris Herrmann (13116712),Chris Herrmann,13116712,C,3000,OAK@CWS 08/11/2019 02:10PM ET,OAK,4.7,,,Curt Casali,Curt Casali (13116695)
,,,,,,,,,,,,,,,1B/2B,Corban Joseph (13116714),Corban Joseph,13116714,1B/2B,3000,OAK@CWS 08/11/2019 02:10PM ET,OAK,0,,,Jose Peraza,Jose Peraza (13116707)
,,,,,,,,,,,,,,,C,Beau Taylor (13116726),Beau Taylor,13116726,C,3000,OAK@CWS 08/11/2019 02:10PM ET,OAK,5.11,,,Jorge Bonifacio,Jorge Bonifacio (13116686)
,,,,,,,,,,,,,,,SS,Kevin Merrell (13116728),Kevin Merrell,13116728,SS,3000,OAK@CWS 08/11/2019 02:10PM ET,OAK,0,,,Khalil Lee,Khalil Lee (13116691)
,,,,,,,,,,,,,,,OF,Dalton Pompey (13116683),Dalton Pompey,13116683,OF,3000,NYY@TOR 08/11/2019 01:07PM ET,TOR,0,,,Christin Stewart,Christin Stewart (13116696)
,,,,,,,,,,,,,,,2B/OF,Tyler Wade (13116692),Tyler Wade,13116692,2B/OF,3000,NYY@TOR 08/11/2019 01:07PM ET,NYY,5.29,,,Brett Phillips,Brett Phillips (13116697)
,,,,,,,,,,,,,,,OF,Jose Siri (13116675),Jose Siri,13116675,OF,3000,CHC@CIN 08/11/2019 01:10PM ET,CIN,0,,,Frank Schwindel,Frank Schwindel (13116701)
,,,,,,,,,,,,,,,C,Curt Casali (13116695),Curt Casali,13116695,C,3000,CHC@CIN 08/11/2019 01:10PM ET,CIN,4.77,,,Troy Montgomery,Troy Montgomery (13116703)
,,,,,,,,,,,,,,,2B/SS,Jose Peraza (13116707),Jose Peraza,13116707,2B/SS,3000,CHC@CIN 08/11/2019 01:10PM ET,CIN,4.51,,,Bubba Starling,Bubba Starling (13116710)
,,,,,,,,,,,,,,,OF,Jorge Bonifacio (13116686),Jorge Bonifacio,13116686,OF,3000,KC@DET 08/11/2019 01:10PM ET,KC,8.2,,,Meibrys Viloria,Meibrys Viloria (13116711)
,,,,,,,,,,,,,,,OF,Khalil Lee (13116691),Khalil Lee,13116691,OF,3000,KC@DET 08/11/2019 01:10PM ET,KC,0,,,John Hicks,John Hicks (13116716)
,,,,,,,,,,,,,,,OF,Christin Stewart (13116696),Christin Stewart,13116696,OF,3000,KC@DET 08/11/2019 01:10PM ET,DET,6.11,,,Jeimer Candelario,Jeimer Candelario (13116719)
,,,,,,,,,,,,,,,OF,Brett Phillips (13116697),Brett Phillips,13116697,OF,3000,KC@DET 08/11/2019 01:10PM ET,KC,0,,,Rafael Ortega,Rafael Ortega (13116684)
,,,,,,,,,,,,,,,1B,Frank Schwindel (13116701),Frank Schwindel,13116701,1B,3000,KC@DET 08/11/2019 01:10PM ET,DET,0.5,,,Rosell Herrera,Rosell Herrera (13116706)
,,,,,,,,,,,,,,,OF,Troy Montgomery (13116703),Troy Montgomery,13116703,OF,3000,KC@DET 08/11/2019 01:10PM ET,DET,0,,,James Nelson,James Nelson (13116724)
,,,,,,,,,,,,,,,OF,Bubba Starling (13116710),Bubba Starling,13116710,OF,3000,KC@DET 08/11/2019 01:10PM ET,KC,5.87,,,David Thompson,David Thompson (13116720)
,,,,,,,,,,,,,,,C,Meibrys Viloria (13116711),Meibrys Viloria,13116711,C,3000,KC@DET 08/11/2019 01:10PM ET,KC,5,,,Austin Jackson,Austin Jackson (13116721)
,,,,,,,,,,,,,,,1B/C,John Hicks (13116716),John Hicks,13116716,C/1B,3000,KC@DET 08/11/2019 01:10PM ET,DET,4.64,,,Gavin Cecchini,Gavin Cecchini (13116722)
,,,,,,,,,,,,,,,3B,Jeimer Candelario (13116719),Jeimer Candelario,13116719,3B,3000,KC@DET 08/11/2019 01:10PM ET,DET,5.85,,,Ben Revere,Ben Revere (13116678)
,,,,,,,,,,,,,,,OF,Rafael Ortega (13116684),Rafael Ortega,13116684,OF,3000,ATL@MIA 08/11/2019 01:10PM ET,ATL,0,,,Troy Stokes Jr.,Troy Stokes Jr. (13116685)
,,,,,,,,,,,,,,,OF,Rosell Herrera (13116706),Rosell Herrera,13116706,OF,3000,ATL@MIA 08/11/2019 01:10PM ET,MIA,2.81,,,Ronald Guzman,Ronald Guzman (13116687)
,,,,,,,,,,,,,,,3B,James Nelson (13116724),James Nelson,13116724,3B,3000,ATL@MIA 08/11/2019 01:10PM ET,MIA,0,,,Eli White,Eli White (13116690)
,,,,,,,,,,,,,,,3B,David Thompson (13116720),David Thompson,13116720,3B,3000,WAS@NYM 08/11/2019 01:10PM ET,NYM,0,,,Lucas Erceg,Lucas Erceg (13116704)
,,,,,,,,,,,,,,,OF,Austin Jackson (13116721),Austin Jackson,13116721,OF,3000,WAS@NYM 08/11/2019 01:10PM ET,NYM,0,,,Jose Trevino,Jose Trevino (13116718)
,,,,,,,,,,,,,,,SS,Gavin Cecchini (13116722),Gavin Cecchini,13116722,SS,3000,WAS@NYM 08/11/2019 01:10PM ET,NYM,0,,,David Freitas,David Freitas (13116723)
,,,,,,,,,,,,,,,OF,Ben Revere (13116678),Ben Revere,13116678,OF,3000,TEX@MIL 08/11/2019 02:10PM ET,TEX,0,,,Ramon Urias,Ramon Urias (13116679)
,,,,,,,,,,,,,,,OF,Troy Stokes Jr. (13116685),Troy Stokes Jr.,13116685,OF,3000,TEX@MIL 08/11/2019 02:10PM ET,MIL,0,,,Yadier Molina,Yadier Molina (13116689)
,,,,,,,,,,,,,,,1B,Ronald Guzman (13116687),Ronald Guzman,13116687,1B,3000,TEX@MIL 08/11/2019 02:10PM ET,TEX,5.4,,,Joe Hudson,Joe Hudson (13116725)
,,,,,,,,,,,,,,,2B,Eli White (13116690),Eli White,13116690,2B,3000,TEX@MIL 08/11/2019 02:10PM ET,TEX,0,,,JB Shuck,JB Shuck (13116727)
,,,,,,,,,,,,,,,3B,Lucas Erceg (13116704),Lucas Erceg,13116704,3B,3000,TEX@MIL 08/11/2019 02:10PM ET,MIL,0,,,Jefry Marte,Jefry Marte (13116729)
,,,,,,,,,,,,,,,C,Jose Trevino (13116718),Jose Trevino,13116718,C,3000,TEX@MIL 08/11/2019 02:10PM ET,TEX,2.5,,,Josh Ockimey,Josh Ockimey (13116734)
,,,,,,,,,,,,,,,C,David Freitas (13116723),David Freitas,13116723,C,3000,TEX@MIL 08/11/2019 02:10PM ET,MIL,6,,,Joey Curletta,Joey Curletta (13116738)
,,,,,,,,,,,,,,,SS,Ramon Urias (13116679),Ramon Urias,13116679,SS,3000,PIT@STL 08/11/2019 02:15PM ET,STL,0,,,Sandy Leon,Sandy Leon (13116752)
,,,,,,,,,,,,,,,C,Yadier Molina (13116689),Yadier Molina,13116689,C,3000,PIT@STL 08/11/2019 02:15PM ET,STL,6,,,DJ Stewart,DJ Stewart (13116753)
,,,,,,,,,,,,,,,C,Joe Hudson (13116725),Joe Hudson,13116725,C,3000,PIT@STL 08/11/2019 02:15PM ET,STL,0,,,Alcides Escobar,Alcides Escobar (13116761)
,,,,,,,,,,,,,,,OF,JB Shuck (13116727),JB Shuck,13116727,OF,3000,PIT@STL 08/11/2019 02:15PM ET,PIT,2.59,,,D.J. Peterson,D.J. Peterson (13116741)
,,,,,,,,,,,,,,,1B/3B,Jefry Marte (13116729),Jefry Marte,13116729,1B/3B,2900,LAA@BOS 08/11/2019 01:05PM ET,LAA,0,,,Micker Adolfo,Micker Adolfo (13116742)
,,,,,,,,,,,,,,,1B,Josh Ockimey (13116734),Josh Ockimey,13116734,1B,2900,LAA@BOS 08/11/2019 01:05PM ET,BOS,0,,,Luis Gonzalez,Luis Gonzalez (13116747)
,,,,,,,,,,,,,,,1B,Joey Curletta (13116738),Joey Curletta,13116738,1B,2900,LAA@BOS 08/11/2019 01:05PM ET,BOS,0,,,Sean Murphy,Sean Murphy (13116749)
,,,,,,,,,,,,,,,C,Sandy Leon (13116752),Sandy Leon,13116752,C,2900,LAA@BOS 08/11/2019 01:05PM ET,BOS,3.96,,,Jon Jay,Jon Jay (13116751)
,,,,,,,,,,,,,,,OF,DJ Stewart (13116753),DJ Stewart,13116753,OF,2900,HOU@BAL 08/11/2019 01:05PM ET,BAL,2.38,,,Yolmer Sanchez,Yolmer Sanchez (13116754)
,,,,,,,,,,,,,,,SS,Alcides Escobar (13116761),Alcides Escobar,13116761,SS,2900,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Cliff Pennington,Cliff Pennington (13116768)
,,,,,,,,,,,,,,,3B,D.J. Peterson (13116741),D.J. Peterson,13116741,3B,2900,OAK@CWS 08/11/2019 02:10PM ET,CWS,0,,,Devon Travis,Devon Travis (13116731)
,,,,,,,,,,,,,,,OF,Micker Adolfo (13116742),Micker Adolfo,13116742,OF,2900,OAK@CWS 08/11/2019 02:10PM ET,CWS,0,,,Jonathan Davis,Jonathan Davis (13116758)
,,,,,,,,,,,,,,,OF,Luis Gonzalez (13116747),Luis Gonzalez,13116747,OF,2900,OAK@CWS 08/11/2019 02:10PM ET,CWS,0,,,Richard Urena,Richard Urena (13116764)
,,,,,,,,,,,,,,,C,Sean Murphy (13116749),Sean Murphy,13116749,C,2900,OAK@CWS 08/11/2019 02:10PM ET,OAK,0,,,Mason Williams,Mason Williams (13116739)
,,,,,,,,,,,,,,,OF,Jon Jay (13116751),Jon Jay,13116751,OF,2900,OAK@CWS 08/11/2019 02:10PM ET,CWS,5.42,,,Carlos Gonzalez,Carlos Gonzalez (13116763)
,,,,,,,,,,,,,,,2B,Yolmer Sanchez (13116754),Yolmer Sanchez,13116754,2B,2900,OAK@CWS 08/11/2019 02:10PM ET,CWS,5.1,,,Hector Sanchez,Hector Sanchez (13116733)
,,,,,,,,,,,,,,,2B/3B,Cliff Pennington (13116768),Cliff Pennington,13116768,2B/3B,2900,OAK@CWS 08/11/2019 02:10PM ET,OAK,0,,,Kelvin Gutierrez,Kelvin Gutierrez (13116746)
,,,,,,,,,,,,,,,2B,Devon Travis (13116731),Devon Travis,13116731,2B,2900,NYY@TOR 08/11/2019 01:07PM ET,TOR,0,,,Cesar Puello,Cesar Puello (13116740)
,,,,,,,,,,,,,,,OF,Jonathan Davis (13116758),Jonathan Davis,13116758,OF,2900,NYY@TOR 08/11/2019 01:07PM ET,TOR,2.61,,,Peter O'Brien,Peter O'Brien (13116743)
,,,,,,,,,,,,,,,2B/3B,Richard Urena (13116764),Richard Urena,13116764,2B/3B,2900,NYY@TOR 08/11/2019 01:07PM ET,TOR,2.62,,,Deven Marrero,Deven Marrero (13116750)
,,,,,,,,,,,,,,,OF,Mason Williams (13116739),Mason Williams,13116739,OF,2900,CHC@CIN 08/11/2019 01:10PM ET,CIN,0,,,Yan Gomes,Yan Gomes (13116756)
,,,,,,,,,,,,,,,OF,Carlos Gonzalez (13116763),Carlos Gonzalez,13116763,OF,2900,CHC@CIN 08/11/2019 01:10PM ET,CHC,4.76,,,Joe Panik,Joe Panik (13116757)
,,,,,,,,,,,,,,,C,Hector Sanchez (13116733),Hector Sanchez,13116733,C,2900,KC@DET 08/11/2019 01:10PM ET,DET,0,,,Raudy Read,Raudy Read (13116759)
,,,,,,,,,,,,,,,3B,Kelvin Gutierrez (13116746),Kelvin Gutierrez,13116746,3B,2900,KC@DET 08/11/2019 01:10PM ET,KC,5.9,,,Kevin Kaczmarski,Kevin Kaczmarski (13116760)
,,,,,,,,,,,,,,,OF,Cesar Puello (13116740),Cesar Puello,13116740,OF,2900,ATL@MIA 08/11/2019 01:10PM ET,MIA,5.39,,,Michael A. Taylor,Michael A. Taylor (13116762)
,,,,,,,,,,,,,,,OF,Peter O'Brien (13116743),Peter O'Brien,13116743,OF,2900,ATL@MIA 08/11/2019 01:10PM ET,MIA,4.07,,,Adrian Sanchez,Adrian Sanchez (13116766)
,,,,,,,,,,,,,,,3B,Deven Marrero (13116750),Deven Marrero,13116750,3B,2900,ATL@MIA 08/11/2019 01:10PM ET,MIA,0,,,Trayce Thompson,Trayce Thompson (13116748)
,,,,,,,,,,,,,,,C,Yan Gomes (13116756),Yan Gomes,13116756,C,2900,WAS@NYM 08/11/2019 01:10PM ET,WAS,5.13,,,Jett Bandy,Jett Bandy (13116732)
,,,,,,,,,,,,,,,2B,Joe Panik (13116757),Joe Panik,13116757,2B,2900,WAS@NYM 08/11/2019 01:10PM ET,NYM,5.01,,,Nate Orf,Nate Orf (13116744)
,,,,,,,,,,,,,,,C,Raudy Read (13116759),Raudy Read,13116759,C,2900,WAS@NYM 08/11/2019 01:10PM ET,WAS,0,,,Hernan Perez,Hernan Perez (13116755)
,,,,,,,,,,,,,,,OF,Kevin Kaczmarski (13116760),Kevin Kaczmarski,13116760,OF,2900,WAS@NYM 08/11/2019 01:10PM ET,NYM,0,,,Nick Franklin,Nick Franklin (13116735)
,,,,,,,,,,,,,,,OF,Michael A. Taylor (13116762),Michael A. Taylor,13116762,OF,2900,WAS@NYM 08/11/2019 01:10PM ET,WAS,2.51,,,Dylan Carlson,Dylan Carlson (13116737)
,,,,,,,,,,,,,,,1B,Adrian Sanchez (13116766),Adrian Sanchez,13116766,1B,2900,WAS@NYM 08/11/2019 01:10PM ET,WAS,1,,,Cole Tucker,Cole Tucker (13116767)
,,,,,,,,,,,,,,,OF,Trayce Thompson (13116748),Trayce Thompson,13116748,OF,2900,CLE@MIN 08/11/2019 02:10PM ET,CLE,0,,,Michael Hermosillo,Michael Hermosillo (13116772)
,,,,,,,,,,,,,,,C,Jett Bandy (13116732),Jett Bandy,13116732,C,2900,TEX@MIL 08/11/2019 02:10PM ET,TEX,0,,,Ty Kelly,Ty Kelly (13116778)
,,,,,,,,,,,,,,,2B/OF,Nate Orf (13116744),Nate Orf,13116744,2B/OF,2900,TEX@MIL 08/11/2019 02:10PM ET,MIL,0,,,Eduardo Nunez,Eduardo Nunez (13116795)
,,,,,,,,,,,,,,,2B,Hernan Perez (13116755),Hernan Perez,13116755,2B,2900,TEX@MIL 08/11/2019 02:10PM ET,MIL,4.32,,,Jonathan Arauz,Jonathan Arauz (13116782)
,,,,,,,,,,,,,,,2B/OF,Nick Franklin (13116735),Nick Franklin,13116735,2B/OF,2900,PIT@STL 08/11/2019 02:15PM ET,PIT,0,,,Andrew Susac,Andrew Susac (13116793)
,,,,,,,,,,,,,,,OF,Dylan Carlson (13116737),Dylan Carlson,13116737,OF,2900,PIT@STL 08/11/2019 02:15PM ET,STL,0,,,Austin Wynns,Austin Wynns (13116816)
,,,,,,,,,,,,,,,SS,Cole Tucker (13116767),Cole Tucker,13116767,SS,2900,PIT@STL 08/11/2019 02:15PM ET,PIT,3.95,,,Skye Bolt,Skye Bolt (13116794)
,,,,,,,,,,,,,,,OF,Michael Hermosillo (13116772),Michael Hermosillo,13116772,OF,2800,LAA@BOS 08/11/2019 01:05PM ET,LAA,4,,,Seby Zavala,Seby Zavala (13116797)
,,,,,,,,,,,,,,,2B/3B,Ty Kelly (13116778),Ty Kelly,13116778,2B/3B,2800,LAA@BOS 08/11/2019 01:05PM ET,LAA,0,,,Nicky Delmonico,Nicky Delmonico (13116798)
,,,,,,,,,,,,,,,2B/3B,Eduardo Nunez (13116795),Eduardo Nunez,13116795,2B/3B,2800,LAA@BOS 08/11/2019 01:05PM ET,BOS,4.02,,,Welington Castillo,Welington Castillo (13116811)
,,,,,,,,,,,,,,,2B/SS,Jonathan Arauz (13116782),Jonathan Arauz,13116782,2B/SS,2800,HOU@BAL 08/11/2019 01:05PM ET,HOU,0,,,Terrance Gore,Terrance Gore (13116770)
,,,,,,,,,,,,,,,C,Andrew Susac (13116793),Andrew Susac,13116793,C,2800,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Jordan Patterson,Jordan Patterson (13116771)
,,,,,,,,,,,,,,,C,Austin Wynns (13116816),Austin Wynns,13116816,C,2800,HOU@BAL 08/11/2019 01:05PM ET,BAL,3.12,,,TJ Friedl,TJ Friedl (13116774)
,,,,,,,,,,,,,,,OF,Skye Bolt (13116794),Skye Bolt,13116794,OF,2800,OAK@CWS 08/11/2019 02:10PM ET,OAK,2.25,,,Mitch Nay,Mitch Nay (13116785)
,,,,,,,,,,,,,,,C,Seby Zavala (13116797),Seby Zavala,13116797,C,2800,OAK@CWS 08/11/2019 02:10PM ET,CWS,1,,,Daniel Descalso,Daniel Descalso (13116815)
,,,,,,,,,,,,,,,OF,Nicky Delmonico (13116798),Nicky Delmonico,13116798,OF,2800,OAK@CWS 08/11/2019 02:10PM ET,CWS,4,,,Emmanuel Rivera,Emmanuel Rivera (13116780)
,,,,,,,,,,,,,,,C,Welington Castillo (13116811),Welington Castillo,13116811,C,2800,OAK@CWS 08/11/2019 02:10PM ET,CWS,4.74,,,Isaac Paredes,Isaac Paredes (13116781)
,,,,,,,,,,,,,,,OF,Terrance Gore (13116770),Terrance Gore,13116770,OF,2800,NYY@TOR 08/11/2019 01:07PM ET,NYY,4.27,,,Ryan O'Hearn,Ryan O'Hearn (13116806)
,,,,,,,,,,,,,,,OF,Jordan Patterson (13116771),Jordan Patterson,13116771,OF,2800,CHC@CIN 08/11/2019 01:10PM ET,CIN,0,,,Dawel Lugo,Dawel Lugo (13116807)
,,,,,,,,,,,,,,,OF,TJ Friedl (13116774),TJ Friedl,13116774,OF,2800,CHC@CIN 08/11/2019 01:10PM ET,CIN,0,,,Raffy Lopez,Raffy Lopez (13116777)
,,,,,,,,,,,,,,,3B,Mitch Nay (13116785),Mitch Nay,13116785,3B,2800,CHC@CIN 08/11/2019 01:10PM ET,CIN,0,,,Isaac Galloway,Isaac Galloway (13116787)
,,,,,,,,,,,,,,,2B,Daniel Descalso (13116815),Daniel Descalso,13116815,2B,2800,CHC@CIN 08/11/2019 01:10PM ET,CHC,3.29,,,Chad Wallach,Chad Wallach (13116792)
,,,,,,,,,,,,,,,3B,Emmanuel Rivera (13116780),Emmanuel Rivera,13116780,3B,2800,KC@DET 08/11/2019 01:10PM ET,KC,0,,,Martin Prado,Martin Prado (13116804)
,,,,,,,,,,,,,,,SS,Isaac Paredes (13116781),Isaac Paredes,13116781,SS,2800,KC@DET 08/11/2019 01:10PM ET,DET,0,,,Moises Sierra,Moises Sierra (13116786)
,,,,,,,,,,,,,,,1B,Ryan O'Hearn (13116806),Ryan O'Hearn,13116806,1B,2800,KC@DET 08/11/2019 01:10PM ET,KC,4.81,,,Adeiny Hechavarria,Adeiny Hechavarria (13116788)
,,,,,,,,,,,,,,,3B,Dawel Lugo (13116807),Dawel Lugo,13116807,3B,2800,KC@DET 08/11/2019 01:10PM ET,DET,4.06,,,Tyler Goeddel,Tyler Goeddel (13116799)
,,,,,,,,,,,,,,,C,Raffy Lopez (13116777),Raffy Lopez,13116777,C,2800,ATL@MIA 08/11/2019 01:10PM ET,ATL,0,,,Luis Sardinas,Luis Sardinas (13116800)
,,,,,,,,,,,,,,,OF,Isaac Galloway (13116787),Isaac Galloway,13116787,OF,2800,ATL@MIA 08/11/2019 01:10PM ET,MIA,2.79,,,Luis Carpio,Luis Carpio (13116808)
,,,,,,,,,,,,,,,C,Chad Wallach (13116792),Chad Wallach,13116792,C,2800,ATL@MIA 08/11/2019 01:10PM ET,MIA,3.95,,,Andrew Stevenson,Andrew Stevenson (13116810)
,,,,,,,,,,,,,,,1B/3B,Martin Prado (13116804),Martin Prado,13116804,1B/3B,2800,ATL@MIA 08/11/2019 01:10PM ET,MIA,3.66,,,Will Toffey,Will Toffey (13116813)
